0,0.0,290,0,0,0
0,0.25,290,0,0,0
0,0.5,290,0,0,0
0,0.75,290,0,0,0
0,1.0,290,0,0,0
0,1.25,290,0,0,0
0,1.5,290,0,0,0
0,1.75,290,0,0,0
0,2.0,290,0,0,0
0,2.25,290,0,0,0
0,2.5,290,0,0,0
0,2.75,290,0,0,0
0,3.0,290,0,0,0
0,3.25,290,0,0,0
0,3.5,290,0,0,0
0,3.75,290,0,0,0
0,4.0,290,0,0,0
0,4.25,290,0,0,0
0,4.5,290,0,0,0
0,4.75,290,0,0,0
0,5.0,290,0,0,0
0,5.25,290,0,0,0
0,5.5,290,0,0,0
0,5.75,290,0,0,0
0,6.0,290,0,0,0
0,6.25,290,0,0,0
0,6.5,290,0,0,0
0,6.75,290,0,0,0
0,7.0,290,0,0,0
0,7.25,290,0,0,0
0,7.5,290,0,0,0
0,7.75,290,0,0,0
0,8.0,290,0,0,0
0,8.25,290,0,0,0
0,8.5,290,0,0,0
0,8.75,290,0,0,0
0,9.0,290,0,0,0
0,9.25,290,0,0,0
0,9.5,290,0,0,0
0,9.75,290,0,0,0
0,10.0,290,0,0,0
0,10.25,290,0,0,0
0,10.5,290,0,0,0
0,10.75,290,0,0,0
0,11.0,290,0,0,0
0,11.25,290,0,0,0
0,11.5,290,0,0,0
0,11.75,290,0,0,0
0,12.0,290,0,0,0
0,12.25,290,0,0,0
0,12.5,290,0,0,0
0,12.75,290,0,0,0
0,13.0,290,0,0,0
0,13.25,290,0,0,0
0,13.5,290,0,0,0
0,13.75,290,0,0,0
0,14.0,290,0,0,0
0,14.25,290,0,0,0
0,14.5,290,0,0,0
0,14.75,290,0,0,0
0,15.0,290,0,0,0
0,15.25,290,0,0,0
0,15.5,290,0,0,0
0,15.75,290,0,0,0
0,16.0,290,0,0,0
0,16.25,290,0,0,0
0,16.5,290,0,0,0
0,16.75,290,0,0,0
0,17.0,290,0,0,0
0,17.25,290,0,0,0
0,17.5,290,0,0,0
0,17.75,290,0,0,0
0,18.0,290,0,0,0
0,18.25,290,0,0,0
0,18.5,290,0,0,0
0,18.75,290,0,0,0
0,19.0,290,0,0,0
0,19.25,290,0,0,0
0,19.5,290,0,0,0
0,19.75,290,0,0,0
0,20.0,290,0,0,0
0,20.25,290,0,0,0
0,20.5,290,0,0,0
0,20.75,290,0,0,0
0,21.0,290,0,0,0
0,21.25,290,0,0,0
0,21.5,290,0,0,0
0,21.75,290,0,0,0
0,22.0,290,0,0,0
0,22.25,290,0,0,0
0,22.5,290,0,0,0
